Player,H_T,Pitcher,P_T,PA,AB,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SH,SF,IBB,HBP,GIDP,Current Tm,Player-additional
Thairo Estrada,R,Spencer Strider,R,5,5,3,1,0,0,0,0,2,0.6,0.6,0.8,1.4,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=stride000spe&year_min=2022&year_max=2022&seasons_type=forall
Pete Alonso,R,Spencer Strider,R,7,6,1,1,0,0,2,1,5,0.16700000000000001,0.28599999999999998,0.33300000000000002,0.61899999999999999,0,0,1,0,0,ATL,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=stride000spe&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,Spencer Strider,R,6,6,1,0,0,0,0,0,1,0.16700000000000001,0.16700000000000001,0.16700000000000001,0.33300000000000002,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=stride000spe&year_min=2022&year_max=2022&seasons_type=forall
Brandon Nimmo,L,Spencer Strider,R,8,7,3,0,0,0,0,1,0,0.42899999999999999,0.5,0.42899999999999999,0.92900000000000005,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=stride000spe&year_min=2022&year_max=2022&seasons_type=forall
Jeff McNeil,L,Spencer Strider,R,4,4,2,1,0,0,0,0,0,0.5,0.5,0.75,1.25,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=stride000spe&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,A.J. Puk,L,2,1,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,0,FLA,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=puk---000aj-&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,A.J. Puk,L,1,1,1,0,0,1,2,0,0,1,1,4,5,0,0,0,0,0,FLA,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=puk---000aj-&year_min=2022&year_max=2022&seasons_type=forall
Jorge Polanco,S,A.J. Puk,L,2,2,1,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,0,0,0,FLA,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=puk---000aj-&year_min=2022&year_max=2022&seasons_type=forall
Pete Alonso,R,A.J. Puk,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=puk---000aj-&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,A.J. Puk,L,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FLA,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=puk---000aj-&year_min=2022&year_max=2022&seasons_type=forall
Jeff McNeil,L,A.J. Puk,L,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,FLA,versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=puk---000aj-&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,Chase De Jong,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=dejong000cha&year_min=2022&year_max=2022&seasons_type=forall
Christopher Morel,R,Chase De Jong,R,1,1,1,0,0,1,1,0,0,1,1,4,5,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=morel-000chr&player_id2=dejong000cha&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Chase De Jong,R,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=dejong000cha&year_min=2022&year_max=2022&seasons_type=forall
Pete Alonso,R,Chase De Jong,R,2,1,0,0,0,0,1,1,0,0,0.5,0,0.5,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=dejong000cha&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,Chase De Jong,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=dejong000cha&year_min=2022&year_max=2022&seasons_type=forall
Brandon Nimmo,L,Chase De Jong,R,1,0,0,0,0,0,0,1,0,"",1,"","",0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=dejong000cha&year_min=2022&year_max=2022&seasons_type=forall
Jeff McNeil,L,Chase De Jong,R,2,0,0,0,0,0,0,0,0,"",1,"","",0,0,0,2,0,"",versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=dejong000cha&year_min=2022&year_max=2022&seasons_type=forall
Adley Rutschman,S,Chase De Jong,R,1,0,0,0,0,0,0,1,0,"",1,"","",0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=dejong000cha&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,Louie Varland,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MIN,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=varlan000lou&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,Miguel Castro,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=castro000mig&year_min=2022&year_max=2022&seasons_type=forall
Randy Arozarena,R,Miguel Castro,R,1,0,0,0,0,0,0,0,0,"",1,"","",0,0,0,1,0,ARI,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=castro000mig&year_min=2022&year_max=2022&seasons_type=forall
Christopher Morel,R,Miguel Castro,R,1,1,1,1,0,0,0,0,0,1,1,2,3,0,0,0,0,0,ARI,versus-finder.cgi?request=1&player_id1=morel-000chr&player_id2=castro000mig&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,John King,L,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"",versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=king--012joh&year_min=2022&year_max=2022&seasons_type=forall
Sean Murphy,R,John King,L,2,1,1,1,0,0,0,1,0,1,1,2,3,0,0,1,0,0,"",versus-finder.cgi?request=1&player_id1=murphy006sea&player_id2=king--012joh&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,John King,L,1,0,0,0,0,0,0,1,0,"",1,"","",0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=king--012joh&year_min=2022&year_max=2022&seasons_type=forall
Randy Arozarena,R,Michael Rucker,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PHI,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=rucker000mic&year_min=2022&year_max=2022&seasons_type=forall
Pete Alonso,R,Michael Rucker,R,1,1,1,0,0,1,1,0,0,1,1,4,5,0,0,0,0,0,PHI,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=rucker000mic&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,Edwin Uceta,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=uceta-000edw&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Edwin Uceta,R,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=uceta-000edw&year_min=2022&year_max=2022&seasons_type=forall
Pete Alonso,R,Edwin Uceta,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=uceta-000edw&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,Edwin Uceta,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=uceta-000edw&year_min=2022&year_max=2022&seasons_type=forall
Ketel Marte,S,Nick Martínez,R,4,4,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,0,0,CIN,versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=martin006nic&year_min=2022&year_max=2022&seasons_type=forall
Dansby Swanson,R,Nick Martínez,R,2,2,1,1,0,0,0,0,0,0.5,0.5,1,1.5,0,0,0,0,0,CIN,versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=martin006nic&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Nick Martínez,R,2,2,1,0,0,0,0,0,1,0.5,0.5,0.5,1,0,0,0,0,0,CIN,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=martin006nic&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,Nick Martínez,R,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,CIN,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=martin006nic&year_min=2022&year_max=2022&seasons_type=forall
Brandon Nimmo,L,Nick Martínez,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CIN,versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=martin006nic&year_min=2022&year_max=2022&seasons_type=forall
Ketel Marte,S,David Peterson,L,5,5,1,1,0,0,0,0,2,0.2,0.2,0.4,0.6,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=peters009dav&year_min=2022&year_max=2022&seasons_type=forall
Dansby Swanson,R,David Peterson,L,8,6,1,1,0,0,0,2,1,0.16700000000000001,0.375,0.33300000000000002,0.70799999999999996,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=peters009dav&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,David Peterson,L,3,2,0,0,0,0,0,1,0,0,0.33300000000000002,0,0.33300000000000002,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=peters009dav&year_min=2022&year_max=2022&seasons_type=forall
Christopher Morel,R,David Peterson,L,4,2,0,0,0,0,0,2,0,0,0.5,0,0.5,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=morel-000chr&player_id2=peters009dav&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,David Peterson,L,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=peters009dav&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,David Peterson,L,4,4,2,0,0,0,0,0,1,0.5,0.5,0.5,1,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=peters009dav&year_min=2022&year_max=2022&seasons_type=forall
Sean Murphy,R,Nash Walters,R,1,0,0,0,0,0,0,1,0,"",1,"","",0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=murphy006sea&player_id2=walter000nas&year_min=2022&year_max=2022&seasons_type=forall
Dansby Swanson,R,Braxton Garrett,L,6,5,1,0,0,0,0,1,3,0.2,0.33300000000000002,0.2,0.53300000000000003,0,0,0,0,0,FLA,versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=garret004bra&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Braxton Garrett,L,2,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,FLA,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=garret004bra&year_min=2022&year_max=2022&seasons_type=forall
Pete Alonso,R,Braxton Garrett,L,4,4,1,0,0,1,1,0,0,0.25,0.25,1,1.25,0,0,0,0,0,FLA,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=garret004bra&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,Braxton Garrett,L,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=garret004bra&year_min=2022&year_max=2022&seasons_type=forall
Brandon Nimmo,L,Braxton Garrett,L,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=garret004bra&year_min=2022&year_max=2022&seasons_type=forall
Jeff McNeil,L,Braxton Garrett,L,2,2,1,0,0,0,1,0,0,0.5,0.5,0.5,1,0,0,0,0,0,FLA,versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=garret004bra&year_min=2022&year_max=2022&seasons_type=forall
Christopher Morel,R,Álex Claudio,L,1,0,0,0,0,0,0,1,0,"",1,"","",0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=morel-000chr&player_id2=claudi001ale&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,Jimmy Herget,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=herget000jim&year_min=2022&year_max=2022&seasons_type=forall
Sean Murphy,R,Jimmy Herget,R,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=murphy006sea&player_id2=herget000jim&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,Jimmy Herget,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=herget000jim&year_min=2022&year_max=2022&seasons_type=forall
Randy Arozarena,R,Jimmy Herget,R,2,2,1,1,0,0,0,0,0,0.5,0.5,1,1.5,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=herget000jim&year_min=2022&year_max=2022&seasons_type=forall
Brandon Nimmo,L,Jimmy Herget,R,1,1,1,1,0,0,2,0,0,1,1,2,3,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=herget000jim&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,JoJo Romero,L,1,0,0,0,0,0,0,1,0,"",1,"","",0,0,0,0,0,STL,versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=romero000joj&year_min=2022&year_max=2022&seasons_type=forall
Christopher Morel,R,JoJo Romero,L,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,STL,versus-finder.cgi?request=1&player_id1=morel-000chr&player_id2=romero000joj&year_min=2022&year_max=2022&seasons_type=forall
Ketel Marte,S,Collin McHugh,R,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"",versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=mchugh001col&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,Collin McHugh,R,2,1,1,0,0,0,0,1,0,1,1,1,2,0,0,1,0,0,"",versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=mchugh001col&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Collin McHugh,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=mchugh001col&year_min=2022&year_max=2022&seasons_type=forall
Pete Alonso,R,Collin McHugh,R,5,4,0,0,0,0,0,1,1,0,0.2,0,0.2,0,0,0,0,1,"",versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=mchugh001col&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,Collin McHugh,R,4,4,1,0,0,1,2,0,1,0.25,0.25,1,1.25,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=mchugh001col&year_min=2022&year_max=2022&seasons_type=forall
Brandon Nimmo,L,Collin McHugh,R,4,4,2,0,0,0,0,0,1,0.5,0.5,0.5,1,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=mchugh001col&year_min=2022&year_max=2022&seasons_type=forall
Jeff McNeil,L,Collin McHugh,R,2,2,1,1,0,0,0,0,0,0.5,0.5,1,1.5,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=mchugh001col&year_min=2022&year_max=2022&seasons_type=forall
Ketel Marte,S,Mauricio Llovera,R,2,1,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,1,0,0,"",versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=llover000mau&year_min=2022&year_max=2022&seasons_type=forall
Pete Alonso,R,Mauricio Llovera,R,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=llover000mau&year_min=2022&year_max=2022&seasons_type=forall
Jeff McNeil,L,Mauricio Llovera,R,1,1,1,0,0,1,2,0,0,1,1,4,5,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=llover000mau&year_min=2022&year_max=2022&seasons_type=forall
Ketel Marte,S,Carlos Carrasco,R,3,3,1,0,0,0,0,0,2,0.33300000000000002,0.33300000000000002,0.33300000000000002,0.66700000000000004,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=carras002car&year_min=2022&year_max=2022&seasons_type=forall
Dansby Swanson,R,Carlos Carrasco,R,8,7,1,1,0,0,0,1,1,0.14299999999999999,0.25,0.28599999999999998,0.53600000000000003,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=carras002car&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,Carlos Carrasco,R,8,7,1,0,0,0,0,1,1,0.14299999999999999,0.25,0.14299999999999999,0.39300000000000002,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=carras002car&year_min=2022&year_max=2022&seasons_type=forall
Christopher Morel,R,Carlos Carrasco,R,2,1,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=morel-000chr&player_id2=carras002car&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Carlos Carrasco,R,3,3,1,0,0,0,1,0,0,0.33300000000000002,0.33300000000000002,0.33300000000000002,0.66700000000000004,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=carras002car&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,Carlos Carrasco,R,3,3,2,1,0,0,1,0,1,0.66700000000000004,0.66700000000000004,1,1.667,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=carras002car&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,Jake Diekman,L,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NYM,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=diekma001jac&year_min=2022&year_max=2022&seasons_type=forall
Sean Murphy,R,Jake Diekman,L,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NYM,versus-finder.cgi?request=1&player_id1=murphy006sea&player_id2=diekma001jac&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,Jake Diekman,L,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NYM,versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=diekma001jac&year_min=2022&year_max=2022&seasons_type=forall
Randy Arozarena,R,Jake Diekman,L,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NYM,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=diekma001jac&year_min=2022&year_max=2022&seasons_type=forall
Christopher Morel,R,Jake Diekman,L,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NYM,versus-finder.cgi?request=1&player_id1=morel-000chr&player_id2=diekma001jac&year_min=2022&year_max=2022&seasons_type=forall
Jorge Polanco,S,Jake Diekman,L,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NYM,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=diekma001jac&year_min=2022&year_max=2022&seasons_type=forall
Adley Rutschman,S,Jake Diekman,L,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,NYM,versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=diekma001jac&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,Griffin Jax,R,6,5,3,1,0,0,0,1,0,0.6,0.66700000000000004,0.8,1.4670000000000001,0,0,0,0,1,MIN,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=jax---000gri&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,Héctor Neris,R,3,3,1,0,0,0,0,0,0,0.33300000000000002,0.33300000000000002,0.33300000000000002,0.66700000000000004,0,0,0,0,0,CHC,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=neris-001hec&year_min=2022&year_max=2022&seasons_type=forall
Dansby Swanson,R,Héctor Neris,R,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CHC,versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=neris-001hec&year_min=2022&year_max=2022&seasons_type=forall
Randy Arozarena,R,Héctor Neris,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHC,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=neris-001hec&year_min=2022&year_max=2022&seasons_type=forall
Jorge Polanco,S,Héctor Neris,R,3,3,1,0,0,0,0,0,1,0.33300000000000002,0.33300000000000002,0.33300000000000002,0.66700000000000004,0,0,0,0,0,CHC,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=neris-001hec&year_min=2022&year_max=2022&seasons_type=forall
Brandon Nimmo,L,Héctor Neris,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CHC,versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=neris-001hec&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,José Suarez,L,3,2,1,0,0,0,0,1,1,0.5,0.66700000000000004,0.5,1.167,0,0,0,0,0,ANA,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=suarez007jos&year_min=2022&year_max=2022&seasons_type=forall
Sean Murphy,R,José Suarez,L,6,5,2,1,0,0,1,1,0,0.4,0.5,0.6,1.1000000000000001,0,0,0,0,0,ANA,versus-finder.cgi?request=1&player_id1=murphy006sea&player_id2=suarez007jos&year_min=2022&year_max=2022&seasons_type=forall
Randy Arozarena,R,José Suarez,L,3,3,2,0,0,0,0,0,0,0.66700000000000004,0.66700000000000004,0.66700000000000004,1.333,0,0,0,0,0,ANA,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=suarez007jos&year_min=2022&year_max=2022&seasons_type=forall
Adley Rutschman,S,José Suarez,L,2,1,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,0,ANA,versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=suarez007jos&year_min=2022&year_max=2022&seasons_type=forall
Randy Arozarena,R,José Cisnero,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ANA,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=cisner002jos&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,José Cisnero,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=cisner002jos&year_min=2022&year_max=2022&seasons_type=forall
Jorge Polanco,S,José Cisnero,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=cisner002jos&year_min=2022&year_max=2022&seasons_type=forall
Adley Rutschman,S,José Cisnero,R,1,0,0,0,0,0,0,1,0,"",1,"","",0,0,0,0,0,ANA,versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=cisner002jos&year_min=2022&year_max=2022&seasons_type=forall
Christopher Morel,R,Anthony Banda,L,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=morel-000chr&player_id2=banda-000ant&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,Josh Winder,R,9,8,3,2,0,0,1,0,1,0.375,0.44400000000000001,0.625,1.069,0,0,0,1,0,"",versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=winder000jos&year_min=2022&year_max=2022&seasons_type=forall
Sean Murphy,R,Josh Winder,R,5,5,1,0,0,0,2,0,2,0.2,0.2,0.2,0.4,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=murphy006sea&player_id2=winder000jos&year_min=2022&year_max=2022&seasons_type=forall
Randy Arozarena,R,Josh Winder,R,2,2,1,1,0,0,0,0,0,0.5,0.5,1,1.5,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=winder000jos&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,Mitch White,R,2,2,1,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=white-000mit&year_min=2022&year_max=2022&seasons_type=forall
Ketel Marte,S,Mitch White,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=white-000mit&year_min=2022&year_max=2022&seasons_type=forall
Dansby Swanson,R,Mitch White,R,4,4,2,0,0,1,2,0,1,0.5,0.5,1.25,1.75,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=white-000mit&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,Mitch White,R,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=white-000mit&year_min=2022&year_max=2022&seasons_type=forall
Randy Arozarena,R,Mitch White,R,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=white-000mit&year_min=2022&year_max=2022&seasons_type=forall
Christopher Morel,R,Mitch White,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=morel-000chr&player_id2=white-000mit&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Mitch White,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=white-000mit&year_min=2022&year_max=2022&seasons_type=forall
Jorge Polanco,S,Mitch White,R,2,2,1,0,0,0,1,0,0,0.5,0.5,0.5,1,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=white-000mit&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,Mitch White,R,1,0,0,0,0,0,0,1,0,"",1,"","",0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=white-000mit&year_min=2022&year_max=2022&seasons_type=forall
Adley Rutschman,S,Mitch White,R,4,4,1,1,0,0,2,0,2,0.25,0.25,0.5,0.75,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=white-000mit&year_min=2022&year_max=2022&seasons_type=forall
Ketel Marte,S,Tommy Kahnle,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYY,versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=kahnle001tho&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Tommy Kahnle,R,1,0,0,0,0,0,0,0,0,"",1,"","",0,0,0,1,0,NYY,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=kahnle001tho&year_min=2022&year_max=2022&seasons_type=forall
