Player,H_T,Pitcher,P_T,PA,AB,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SH,SF,IBB,HBP,GIDP,Current Tm,Player-additional
Dansby Swanson,R,Chad Smith,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=smith-054cha&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,Chad Smith,R,2,1,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=smith-054cha&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Chad Smith,R,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=smith-054cha&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,Zach Jackson,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OAK,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=jackso002zac&year_min=2022&year_max=2022&seasons_type=forall
Randy Arozarena,R,Zach Jackson,R,3,2,0,0,0,0,0,1,0,0,0.33300000000000002,0,0.33300000000000002,0,0,0,0,1,OAK,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=jackso002zac&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Zach Jackson,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OAK,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=jackso002zac&year_min=2022&year_max=2022&seasons_type=forall
Jorge Polanco,S,Zach Jackson,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OAK,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=jackso002zac&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,Dane Dunning,R,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TEX,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=dunnin000dan&year_min=2022&year_max=2022&seasons_type=forall
Sean Murphy,R,Dane Dunning,R,9,7,1,1,0,0,1,2,1,0.14299999999999999,0.33300000000000002,0.28599999999999998,0.61899999999999999,0,0,0,0,0,TEX,versus-finder.cgi?request=1&player_id1=murphy006sea&player_id2=dunnin000dan&year_min=2022&year_max=2022&seasons_type=forall
Dansby Swanson,R,Dane Dunning,R,3,3,1,0,0,0,0,0,0,0.33300000000000002,0.33300000000000002,0.33300000000000002,0.66700000000000004,0,0,0,0,0,TEX,versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=dunnin000dan&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,Dane Dunning,R,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,TEX,versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=dunnin000dan&year_min=2022&year_max=2022&seasons_type=forall
Jorge Polanco,S,Dane Dunning,R,2,1,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,0,TEX,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=dunnin000dan&year_min=2022&year_max=2022&seasons_type=forall
Adley Rutschman,S,Dane Dunning,R,3,2,1,0,0,0,0,1,0,0.5,0.66700000000000004,0.5,1.167,0,0,0,0,0,TEX,versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=dunnin000dan&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,Reynaldo López,R,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=lopez-000rey&year_min=2022&year_max=2022&seasons_type=forall
Randy Arozarena,R,Reynaldo López,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=lopez-000rey&year_min=2022&year_max=2022&seasons_type=forall
Christopher Morel,R,Reynaldo López,R,1,1,1,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=morel-000chr&player_id2=lopez-000rey&year_min=2022&year_max=2022&seasons_type=forall
Adley Rutschman,S,Reynaldo López,R,1,1,1,1,0,0,1,0,0,1,1,2,3,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=lopez-000rey&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,Danny Coulombe,L,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BAL,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=coulom001dan&year_min=2022&year_max=2022&seasons_type=forall
Randy Arozarena,R,Danny Coulombe,L,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,BAL,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=coulom001dan&year_min=2022&year_max=2022&seasons_type=forall
Ketel Marte,S,Josh Hader,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOU,versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=hader-000jos&year_min=2022&year_max=2022&seasons_type=forall
Christopher Morel,R,Josh Hader,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOU,versus-finder.cgi?request=1&player_id1=morel-000chr&player_id2=hader-000jos&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Josh Hader,L,3,3,3,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,HOU,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=hader-000jos&year_min=2022&year_max=2022&seasons_type=forall
Jorge Polanco,S,Josh Hader,L,2,1,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,0,HOU,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=hader-000jos&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,Josh Hader,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOU,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=hader-000jos&year_min=2022&year_max=2022&seasons_type=forall
Jorge Polanco,S,Joe Kelly,R,1,0,0,0,0,0,1,0,0,"",0,"","",0,1,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=kelly-002joe&year_min=2022&year_max=2022&seasons_type=forall
Ketel Marte,S,Max Fried,L,3,2,0,0,0,0,0,1,1,0,0.33300000000000002,0,0.33300000000000002,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=fried-001max&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,Max Fried,L,6,6,3,0,0,0,0,0,1,0.5,0.5,0.5,1,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=fried-001max&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Max Fried,L,3,3,1,0,0,0,0,0,1,0.33300000000000002,0.33300000000000002,0.33300000000000002,0.66700000000000004,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=fried-001max&year_min=2022&year_max=2022&seasons_type=forall
Pete Alonso,R,Max Fried,L,14,14,5,1,0,0,2,0,4,0.35699999999999998,0.35699999999999998,0.42899999999999999,0.78600000000000003,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=fried-001max&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,Max Fried,L,6,6,3,0,0,0,0,0,1,0.5,0.5,0.5,1,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=fried-001max&year_min=2022&year_max=2022&seasons_type=forall
Brandon Nimmo,L,Max Fried,L,14,13,1,1,0,0,0,1,4,7.6999999999999999E-2,0.14299999999999999,0.154,0.29699999999999999,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=fried-001max&year_min=2022&year_max=2022&seasons_type=forall
Jeff McNeil,L,Max Fried,L,7,7,3,0,0,0,0,0,0,0.42899999999999999,0.42899999999999999,0.42899999999999999,0.85699999999999998,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=fried-001max&year_min=2022&year_max=2022&seasons_type=forall
Ketel Marte,S,Mike Clevinger,R,6,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=clevin000mic&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Mike Clevinger,R,2,2,2,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=clevin000mic&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,Mike Clevinger,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=clevin000mic&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,Shane Bieber,R,15,15,5,3,0,0,1,0,2,0.33300000000000002,0.33300000000000002,0.53300000000000003,0.86699999999999999,0,0,0,0,1,CLE,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=bieber000sha&year_min=2022&year_max=2022&seasons_type=forall
Ketel Marte,S,Shane Bieber,R,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,CLE,versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=bieber000sha&year_min=2022&year_max=2022&seasons_type=forall
Randy Arozarena,R,Shane Bieber,R,6,5,0,0,0,0,0,1,2,0,0.16700000000000001,0,0.16700000000000001,0,0,0,0,0,CLE,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=bieber000sha&year_min=2022&year_max=2022&seasons_type=forall
Jorge Polanco,S,Shane Bieber,R,3,2,1,0,0,0,0,1,1,0.5,0.66700000000000004,0.5,1.167,0,0,0,0,0,CLE,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=bieber000sha&year_min=2022&year_max=2022&seasons_type=forall
Adley Rutschman,S,Shane Bieber,R,6,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,CLE,versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=bieber000sha&year_min=2022&year_max=2022&seasons_type=forall
Sean Murphy,R,Kenley Jansen,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,versus-finder.cgi?request=1&player_id1=murphy006sea&player_id2=jansen001ken&year_min=2022&year_max=2022&seasons_type=forall
Ketel Marte,S,Kenley Jansen,R,2,2,1,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,0,0,0,BOS,versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=jansen001ken&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,Kenley Jansen,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=jansen001ken&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Kenley Jansen,R,2,2,1,0,0,0,0,0,1,0.5,0.5,0.5,1,0,0,0,0,0,BOS,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=jansen001ken&year_min=2022&year_max=2022&seasons_type=forall
Pete Alonso,R,Kenley Jansen,R,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,BOS,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=jansen001ken&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,Kenley Jansen,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=jansen001ken&year_min=2022&year_max=2022&seasons_type=forall
Brandon Nimmo,L,Kenley Jansen,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=jansen001ken&year_min=2022&year_max=2022&seasons_type=forall
Jeff McNeil,L,Kenley Jansen,R,5,5,2,0,0,1,1,0,1,0.4,0.4,1,1.4,0,0,0,0,0,BOS,versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=jansen001ken&year_min=2022&year_max=2022&seasons_type=forall
Dansby Swanson,R,Jeff Brigham,R,2,1,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=brigha000jef&year_min=2022&year_max=2022&seasons_type=forall
Pete Alonso,R,Jeff Brigham,R,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=brigha000jef&year_min=2022&year_max=2022&seasons_type=forall
Brandon Nimmo,L,Jeff Brigham,R,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=brigha000jef&year_min=2022&year_max=2022&seasons_type=forall
Jeff McNeil,L,Jeff Brigham,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=brigha000jef&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,Kevin Gausman,R,6,5,1,0,0,0,0,1,0,0.2,0.33300000000000002,0.2,0.53300000000000003,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=gausma001kev&year_min=2022&year_max=2022&seasons_type=forall
Randy Arozarena,R,Kevin Gausman,R,10,9,1,1,0,0,0,1,5,0.111,0.2,0.222,0.42199999999999999,0,0,0,0,1,TOR,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=gausma001kev&year_min=2022&year_max=2022&seasons_type=forall
Christopher Morel,R,Kevin Gausman,R,2,2,1,0,0,1,1,0,1,0.5,0.5,2,2.5,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=morel-000chr&player_id2=gausma001kev&year_min=2022&year_max=2022&seasons_type=forall
Jorge Polanco,S,Kevin Gausman,R,6,5,2,0,0,0,1,1,0,0.4,0.5,0.4,0.9,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=gausma001kev&year_min=2022&year_max=2022&seasons_type=forall
Adley Rutschman,S,Kevin Gausman,R,5,5,3,1,0,0,1,0,0,0.6,0.6,0.8,1.4,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=gausma001kev&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,Noah Syndergaard,R,3,3,1,1,0,0,1,0,0,0.33300000000000002,0.33300000000000002,0.66700000000000004,1,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=synder001noa&year_min=2022&year_max=2022&seasons_type=forall
Randy Arozarena,R,Noah Syndergaard,R,2,2,1,0,0,1,1,0,1,0.5,0.5,2,2.5,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=synder001noa&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Noah Syndergaard,R,3,3,2,0,0,0,0,0,1,0.66700000000000004,0.66700000000000004,0.66700000000000004,1.333,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=synder001noa&year_min=2022&year_max=2022&seasons_type=forall
Ketel Marte,S,Evan Phillips,R,3,2,0,0,0,0,0,1,0,0,0.33300000000000002,0,0.33300000000000002,0,0,0,0,1,LAD,versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=philli000eva&year_min=2022&year_max=2022&seasons_type=forall
Dansby Swanson,R,Evan Phillips,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=philli000eva&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,Evan Phillips,R,1,0,0,0,0,0,0,1,0,"",1,"","",0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=philli000eva&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Evan Phillips,R,4,3,2,0,0,0,1,1,0,0.66700000000000004,0.75,0.66700000000000004,1.417,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=philli000eva&year_min=2022&year_max=2022&seasons_type=forall
Jorge Polanco,S,Evan Phillips,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=philli000eva&year_min=2022&year_max=2022&seasons_type=forall
Pete Alonso,R,Evan Phillips,R,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=philli000eva&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,Evan Phillips,R,1,1,1,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=philli000eva&year_min=2022&year_max=2022&seasons_type=forall
Jeff McNeil,L,Evan Phillips,R,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=philli000eva&year_min=2022&year_max=2022&seasons_type=forall
Ketel Marte,S,Erasmo Ramírez,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=ramire002era&year_min=2022&year_max=2022&seasons_type=forall
Dansby Swanson,R,Erasmo Ramírez,R,6,6,3,0,0,0,2,0,0,0.5,0.5,0.5,1,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=ramire002era&year_min=2022&year_max=2022&seasons_type=forall
Christopher Morel,R,Erasmo Ramírez,R,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=morel-000chr&player_id2=ramire002era&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Erasmo Ramírez,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=ramire002era&year_min=2022&year_max=2022&seasons_type=forall
Pete Alonso,R,Erasmo Ramírez,R,4,3,0,0,0,0,0,1,2,0,0.25,0,0.25,0,0,1,0,0,"",versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=ramire002era&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,Erasmo Ramírez,R,4,3,0,0,0,0,0,1,1,0,0.25,0,0.25,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=ramire002era&year_min=2022&year_max=2022&seasons_type=forall
Brandon Nimmo,L,Erasmo Ramírez,R,2,2,1,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=ramire002era&year_min=2022&year_max=2022&seasons_type=forall
Jeff McNeil,L,Erasmo Ramírez,R,4,4,2,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=ramire002era&year_min=2022&year_max=2022&seasons_type=forall
Adley Rutschman,S,Erasmo Ramírez,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=ramire002era&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,John Brebbia,R,2,1,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,0,CHW,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=brebbi000joh&year_min=2022&year_max=2022&seasons_type=forall
Ketel Marte,S,John Brebbia,R,3,3,1,0,0,0,0,0,1,0.33300000000000002,0.33300000000000002,0.33300000000000002,0.66700000000000004,0,0,0,0,0,CHW,versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=brebbi000joh&year_min=2022&year_max=2022&seasons_type=forall
Dansby Swanson,R,John Brebbia,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHW,versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=brebbi000joh&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,John Brebbia,R,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHW,versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=brebbi000joh&year_min=2022&year_max=2022&seasons_type=forall
Christopher Morel,R,John Brebbia,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHW,versus-finder.cgi?request=1&player_id1=morel-000chr&player_id2=brebbi000joh&year_min=2022&year_max=2022&seasons_type=forall
Pete Alonso,R,John Brebbia,R,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,CHW,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=brebbi000joh&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,John Brebbia,R,1,1,1,1,0,0,0,0,0,1,1,2,3,0,0,0,0,0,CHW,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=brebbi000joh&year_min=2022&year_max=2022&seasons_type=forall
Brandon Nimmo,L,John Brebbia,R,3,2,1,0,0,0,1,0,0,0.5,0.33300000000000002,0.5,0.83299999999999996,0,1,0,0,0,CHW,versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=brebbi000joh&year_min=2022&year_max=2022&seasons_type=forall
Jeff McNeil,L,John Brebbia,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHW,versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=brebbi000joh&year_min=2022&year_max=2022&seasons_type=forall
Dansby Swanson,R,Matthew Liberatore,L,2,1,0,0,0,0,0,1,1,0,0.5,0,0.5,0,0,0,0,0,STL,versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=libera000mat&year_min=2022&year_max=2022&seasons_type=forall
Christopher Morel,R,Matthew Liberatore,L,4,3,1,1,0,0,0,1,0,0.33300000000000002,0.5,0.66700000000000004,1.167,0,0,0,0,0,STL,versus-finder.cgi?request=1&player_id1=morel-000chr&player_id2=libera000mat&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,Matthew Liberatore,L,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,STL,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=libera000mat&year_min=2022&year_max=2022&seasons_type=forall
Christopher Morel,R,Fernando Cruz,R,1,0,0,0,0,0,0,1,0,"",1,"","",0,0,0,0,0,CIN,versus-finder.cgi?request=1&player_id1=morel-000chr&player_id2=cruz--003fer&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,Jackson Stephens,R,1,0,0,0,0,0,0,1,0,"",1,"","",0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=stephe003jac&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Jackson Stephens,R,1,1,1,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=stephe003jac&year_min=2022&year_max=2022&seasons_type=forall
Pete Alonso,R,Jackson Stephens,R,5,5,1,0,0,0,3,0,1,0.2,0.2,0.2,0.4,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=stephe003jac&year_min=2022&year_max=2022&seasons_type=forall
Brandon Nimmo,L,Jackson Stephens,R,5,3,1,0,0,0,0,1,1,0.33300000000000002,0.6,0.33300000000000002,0.93300000000000005,0,0,0,1,0,"",versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=stephe003jac&year_min=2022&year_max=2022&seasons_type=forall
Jeff McNeil,L,Jackson Stephens,R,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,"",versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=stephe003jac&year_min=2022&year_max=2022&seasons_type=forall
Dansby Swanson,R,Tyler Kinley,R,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,COL,versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=kinley000tyl&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,Tyler Kinley,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,COL,versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=kinley000tyl&year_min=2022&year_max=2022&seasons_type=forall
Thairo Estrada,R,Tyler Kinley,R,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,COL,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=kinley000tyl&year_min=2022&year_max=2022&seasons_type=forall
Pete Alonso,R,Tyler Kinley,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,COL,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=kinley000tyl&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,Tyler Kinley,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,COL,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=kinley000tyl&year_min=2022&year_max=2022&seasons_type=forall
Jeff McNeil,L,Tyler Kinley,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=kinley000tyl&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,R,Logan Gilbert,R,5,4,1,1,0,0,0,0,2,0.25,0.4,0.5,0.9,0,0,0,1,0,SEA,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=gilber000log&year_min=2022&year_max=2022&seasons_type=forall
Sean Murphy,R,Logan Gilbert,R,6,6,1,0,0,0,0,0,0,0.16700000000000001,0.16700000000000001,0.16700000000000001,0.33300000000000002,0,0,0,0,0,SEA,versus-finder.cgi?request=1&player_id1=murphy006sea&player_id2=gilber000log&year_min=2022&year_max=2022&seasons_type=forall
Juan Soto,L,Logan Gilbert,R,3,1,0,0,0,0,0,2,0,0,0.66700000000000004,0,0.66700000000000004,0,0,0,0,0,SEA,versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=gilber000log&year_min=2022&year_max=2022&seasons_type=forall
Randy Arozarena,R,Logan Gilbert,R,5,5,2,1,0,0,1,0,2,0.4,0.4,0.6,1,0,0,0,0,0,SEA,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=gilber000log&year_min=2022&year_max=2022&seasons_type=forall
Jorge Polanco,S,Logan Gilbert,R,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,SEA,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=gilber000log&year_min=2022&year_max=2022&seasons_type=forall
Nick Castellanos,R,Logan Gilbert,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=gilber000log&year_min=2022&year_max=2022&seasons_type=forall
Pete Alonso,R,Justin Topa,R,1,0,0,0,0,0,0,1,0,"",1,"","",0,0,0,0,0,MIN,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=topa--000jus&year_min=2022&year_max=2022&seasons_type=forall
Brandon Nimmo,L,Justin Topa,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=topa--000jus&year_min=2022&year_max=2022&seasons_type=forall
