Player,H_T,Pitcher,P_T,PA,AB,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SH,SF,IBB,HBP,GIDP,Current Tm,Player-additional
Pete Alonso,R,Chad Smith,R,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=smith-054cha&year_min=2023&year_max=2023&seasons_type=forall
Nick Castellanos,R,Chad Smith,R,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=smith-054cha&year_min=2023&year_max=2023&seasons_type=forall
Brandon Nimmo,L,Chad Smith,R,1,1,1,1,0,0,0,0,0,1,1,2,3,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=smith-054cha&year_min=2023&year_max=2023&seasons_type=forall
Jeff McNeil,L,Chad Smith,R,2,1,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,1,0,,versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=smith-054cha&year_min=2023&year_max=2023&seasons_type=forall
Adley Rutschman,S,Zach Jackson,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OAK,versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=jackso002zac&year_min=2023&year_max=2023&seasons_type=forall
Pete Alonso,R,Zach Jackson,R,2,1,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,0,OAK,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=jackso002zac&year_min=2023&year_max=2023&seasons_type=forall
Jeff McNeil,L,Zach Jackson,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OAK,versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=jackso002zac&year_min=2023&year_max=2023&seasons_type=forall
Adley Rutschman,S,Dane Dunning,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEX,versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=dunnin000dan&year_min=2023&year_max=2023&seasons_type=forall
Sean Murphy,R,Dane Dunning,R,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,TEX,versus-finder.cgi?request=1&player_id1=murphy006sea&player_id2=dunnin000dan&year_min=2023&year_max=2023&seasons_type=forall
Jose Abreu,R,Dane Dunning,R,3,3,1,0,0,0,2,0,0,0.333,0.333,0.333,0.667,0,0,0,0,1,TEX,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=dunnin000dan&year_min=2023&year_max=2023&seasons_type=forall
Juan Soto,L,Dane Dunning,R,3,2,2,0,0,0,1,1,0,1,1,1,2,0,0,0,0,0,TEX,versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=dunnin000dan&year_min=2023&year_max=2023&seasons_type=forall
Randy Arozarena,R,Dane Dunning,R,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,TEX,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=dunnin000dan&year_min=2023&year_max=2023&seasons_type=forall
Thairo Estrada,R,Dane Dunning,R,3,3,2,0,0,0,0,0,1,0.667,0.667,0.667,1.333,0,0,0,0,0,TEX,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=dunnin000dan&year_min=2023&year_max=2023&seasons_type=forall
Jorge Polanco,S,Dane Dunning,R,3,2,1,0,0,0,0,1,0,0.5,0.667,0.5,1.167,0,0,0,0,0,TEX,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=dunnin000dan&year_min=2023&year_max=2023&seasons_type=forall
Pete Alonso,R,Dane Dunning,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEX,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=dunnin000dan&year_min=2023&year_max=2023&seasons_type=forall
Nick Castellanos,R,Dane Dunning,R,2,2,1,1,0,0,0,0,0,0.5,0.5,1,1.5,0,0,0,0,0,TEX,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=dunnin000dan&year_min=2023&year_max=2023&seasons_type=forall
Brandon Nimmo,L,Dane Dunning,R,2,2,1,1,0,0,1,0,1,0.5,0.5,1,1.5,0,0,0,0,0,TEX,versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=dunnin000dan&year_min=2023&year_max=2023&seasons_type=forall
Jeff McNeil,L,Dane Dunning,R,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TEX,versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=dunnin000dan&year_min=2023&year_max=2023&seasons_type=forall
Adley Rutschman,S,Reynaldo López,R,1,1,1,1,0,0,3,0,0,1,1,2,3,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=lopez-000rey&year_min=2023&year_max=2023&seasons_type=forall
Jose Abreu,R,Reynaldo López,R,3,3,1,0,0,0,1,0,1,0.333,0.333,0.333,0.667,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=lopez-000rey&year_min=2023&year_max=2023&seasons_type=forall
Elly de la Cruz,S,Reynaldo López,R,2,1,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=delacr000ell&player_id2=lopez-000rey&year_min=2023&year_max=2023&seasons_type=forall
Randy Arozarena,R,Reynaldo López,R,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=lopez-000rey&year_min=2023&year_max=2023&seasons_type=forall
Jorge Polanco,S,Reynaldo López,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=lopez-000rey&year_min=2023&year_max=2023&seasons_type=forall
Pete Alonso,R,Reynaldo López,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=lopez-000rey&year_min=2023&year_max=2023&seasons_type=forall
Nick Castellanos,R,Reynaldo López,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=lopez-000rey&year_min=2023&year_max=2023&seasons_type=forall
Brandon Nimmo,L,Reynaldo López,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=lopez-000rey&year_min=2023&year_max=2023&seasons_type=forall
Jose Abreu,R,Danny Coulombe,L,1,1,1,0,0,1,1,0,0,1,1,4,5,0,0,0,0,0,BAL,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=coulom001dan&year_min=2023&year_max=2023&seasons_type=forall
Elly de la Cruz,S,Danny Coulombe,L,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,BAL,versus-finder.cgi?request=1&player_id1=delacr000ell&player_id2=coulom001dan&year_min=2023&year_max=2023&seasons_type=forall
Dansby Swanson,R,Danny Coulombe,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL,versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=coulom001dan&year_min=2023&year_max=2023&seasons_type=forall
Randy Arozarena,R,Danny Coulombe,L,4,4,1,0,0,0,0,0,1,0.25,0.25,0.25,0.5,0,0,0,0,0,BAL,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=coulom001dan&year_min=2023&year_max=2023&seasons_type=forall
Brandon Nimmo,L,Danny Coulombe,L,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,BAL,versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=coulom001dan&year_min=2023&year_max=2023&seasons_type=forall
Jeff McNeil,L,Danny Coulombe,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL,versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=coulom001dan&year_min=2023&year_max=2023&seasons_type=forall
Sean Murphy,R,Josh Hader,L,3,2,0,0,0,0,0,1,0,0,0.333,0,0.333,0,0,0,0,0,HOU,versus-finder.cgi?request=1&player_id1=murphy006sea&player_id2=hader-000jos&year_min=2023&year_max=2023&seasons_type=forall
Randy Arozarena,R,Josh Hader,L,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,HOU,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=hader-000jos&year_min=2023&year_max=2023&seasons_type=forall
Pete Alonso,R,Josh Hader,L,2,1,0,0,0,0,0,1,1,0,0.5,0,0.5,0,0,0,0,0,HOU,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=hader-000jos&year_min=2023&year_max=2023&seasons_type=forall
Nick Castellanos,R,Josh Hader,L,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOU,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=hader-000jos&year_min=2023&year_max=2023&seasons_type=forall
Jeff McNeil,L,Josh Hader,L,2,1,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,0,HOU,versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=hader-000jos&year_min=2023&year_max=2023&seasons_type=forall
Jose Abreu,R,Joe Kelly,R,2,2,1,0,0,0,0,0,1,0.5,0.5,0.5,1,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=kelly-002joe&year_min=2023&year_max=2023&seasons_type=forall
Randy Arozarena,R,Joe Kelly,R,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=kelly-002joe&year_min=2023&year_max=2023&seasons_type=forall
Thairo Estrada,R,Joe Kelly,R,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=kelly-002joe&year_min=2023&year_max=2023&seasons_type=forall
Adley Rutschman,S,Max Fried,L,4,3,0,0,0,0,0,1,1,0,0.25,0,0.25,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=fried-001max&year_min=2023&year_max=2023&seasons_type=forall
Jose Abreu,R,Max Fried,L,3,3,1,0,0,0,0,0,1,0.333,0.333,0.333,0.667,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=fried-001max&year_min=2023&year_max=2023&seasons_type=forall
Dansby Swanson,R,Max Fried,L,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=fried-001max&year_min=2023&year_max=2023&seasons_type=forall
Juan Soto,L,Max Fried,L,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=fried-001max&year_min=2023&year_max=2023&seasons_type=forall
Thairo Estrada,R,Max Fried,L,6,6,2,1,0,0,0,0,2,0.333,0.333,0.5,0.833,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=fried-001max&year_min=2023&year_max=2023&seasons_type=forall
Pete Alonso,R,Max Fried,L,2,2,1,0,0,0,0,0,1,0.5,0.5,0.5,1,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=fried-001max&year_min=2023&year_max=2023&seasons_type=forall
Nick Castellanos,R,Max Fried,L,2,2,1,0,0,1,1,0,0,0.5,0.5,2,2.5,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=fried-001max&year_min=2023&year_max=2023&seasons_type=forall
Brandon Nimmo,L,Max Fried,L,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=fried-001max&year_min=2023&year_max=2023&seasons_type=forall
Jeff McNeil,L,Max Fried,L,2,1,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=fried-001max&year_min=2023&year_max=2023&seasons_type=forall
Adley Rutschman,S,Mike Clevinger,R,3,1,0,0,0,0,0,2,0,0,0.667,0,0.667,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=clevin000mic&year_min=2023&year_max=2023&seasons_type=forall
Jose Abreu,R,Mike Clevinger,R,3,2,1,0,0,0,0,0,0,0.5,0.667,0.5,1.167,0,0,0,1,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=clevin000mic&year_min=2023&year_max=2023&seasons_type=forall
Dansby Swanson,R,Mike Clevinger,R,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=clevin000mic&year_min=2023&year_max=2023&seasons_type=forall
Juan Soto,L,Mike Clevinger,R,2,1,1,1,0,0,1,1,0,1,1,2,3,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=clevin000mic&year_min=2023&year_max=2023&seasons_type=forall
Randy Arozarena,R,Mike Clevinger,R,3,3,1,0,0,0,0,0,1,0.333,0.333,0.333,0.667,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=clevin000mic&year_min=2023&year_max=2023&seasons_type=forall
Christopher Morel,R,Mike Clevinger,R,3,3,1,0,0,0,0,0,1,0.333,0.333,0.333,0.667,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=morel-000chr&player_id2=clevin000mic&year_min=2023&year_max=2023&seasons_type=forall
Nick Castellanos,R,Mike Clevinger,R,2,2,1,0,0,0,1,0,0,0.5,0.5,0.5,1,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=clevin000mic&year_min=2023&year_max=2023&seasons_type=forall
Adley Rutschman,S,Shane Bieber,R,6,6,2,0,0,0,1,0,1,0.333,0.333,0.333,0.667,0,0,0,0,0,CLE,versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=bieber000sha&year_min=2023&year_max=2023&seasons_type=forall
Jose Abreu,R,Shane Bieber,R,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,CLE,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=bieber000sha&year_min=2023&year_max=2023&seasons_type=forall
Ketel Marte,S,Shane Bieber,R,4,2,1,0,0,0,0,2,0,0.5,0.75,0.5,1.25,0,0,0,0,0,CLE,versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=bieber000sha&year_min=2023&year_max=2023&seasons_type=forall
Elly de la Cruz,S,Shane Bieber,R,2,2,1,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,0,0,0,CLE,versus-finder.cgi?request=1&player_id1=delacr000ell&player_id2=bieber000sha&year_min=2023&year_max=2023&seasons_type=forall
Pete Alonso,R,Shane Bieber,R,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLE,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=bieber000sha&year_min=2023&year_max=2023&seasons_type=forall
Brandon Nimmo,L,Shane Bieber,R,4,4,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,0,0,CLE,versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=bieber000sha&year_min=2023&year_max=2023&seasons_type=forall
Jeff McNeil,L,Shane Bieber,R,4,2,1,0,0,0,1,1,1,0.5,0.5,0.5,1,0,1,0,0,0,CLE,versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=bieber000sha&year_min=2023&year_max=2023&seasons_type=forall
Adley Rutschman,S,Kenley Jansen,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=jansen001ken&year_min=2023&year_max=2023&seasons_type=forall
Sean Murphy,R,Kenley Jansen,R,2,1,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,1,0,BOS,versus-finder.cgi?request=1&player_id1=murphy006sea&player_id2=jansen001ken&year_min=2023&year_max=2023&seasons_type=forall
Ketel Marte,S,Kenley Jansen,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=jansen001ken&year_min=2023&year_max=2023&seasons_type=forall
Randy Arozarena,R,Kenley Jansen,R,3,2,0,0,0,0,0,1,1,0,0.333,0,0.333,0,0,0,0,0,BOS,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=jansen001ken&year_min=2023&year_max=2023&seasons_type=forall
Sean Murphy,R,Jeff Brigham,R,1,1,1,0,0,1,3,0,0,1,1,4,5,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=murphy006sea&player_id2=brigha000jef&year_min=2023&year_max=2023&seasons_type=forall
Jose Abreu,R,Jeff Brigham,R,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=brigha000jef&year_min=2023&year_max=2023&seasons_type=forall
Thairo Estrada,R,Jeff Brigham,R,3,3,1,0,0,0,0,0,1,0.333,0.333,0.333,0.667,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=brigha000jef&year_min=2023&year_max=2023&seasons_type=forall
Jorge Polanco,S,Jeff Brigham,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=brigha000jef&year_min=2023&year_max=2023&seasons_type=forall
Nick Castellanos,R,Jeff Brigham,R,2,2,1,0,0,1,1,0,0,0.5,0.5,2,2.5,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=brigha000jef&year_min=2023&year_max=2023&seasons_type=forall
Adley Rutschman,S,Kevin Gausman,R,10,10,1,0,0,0,2,0,2,0.1,0.1,0.1,0.2,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=gausma001kev&year_min=2023&year_max=2023&seasons_type=forall
Jose Abreu,R,Kevin Gausman,R,6,6,1,1,0,0,2,0,3,0.167,0.167,0.333,0.5,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=gausma001kev&year_min=2023&year_max=2023&seasons_type=forall
Thairo Estrada,R,Kevin Gausman,R,2,2,1,0,0,0,0,0,1,0.5,0.5,0.5,1,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=gausma001kev&year_min=2023&year_max=2023&seasons_type=forall
Nick Castellanos,R,Kevin Gausman,R,5,5,3,2,0,0,1,0,1,0.6,0.6,1,1.6,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=gausma001kev&year_min=2023&year_max=2023&seasons_type=forall
Jose Abreu,R,Noah Syndergaard,R,2,1,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=synder001noa&year_min=2023&year_max=2023&seasons_type=forall
Ketel Marte,S,Noah Syndergaard,R,6,6,2,1,0,1,2,0,1,0.333,0.333,1,1.333,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=synder001noa&year_min=2023&year_max=2023&seasons_type=forall
Elly de la Cruz,S,Noah Syndergaard,R,5,5,2,0,1,1,2,0,0,0.4,0.4,1.4,1.8,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=delacr000ell&player_id2=synder001noa&year_min=2023&year_max=2023&seasons_type=forall
Dansby Swanson,R,Noah Syndergaard,R,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=synder001noa&year_min=2023&year_max=2023&seasons_type=forall
Randy Arozarena,R,Noah Syndergaard,R,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=synder001noa&year_min=2023&year_max=2023&seasons_type=forall
Jorge Polanco,S,Noah Syndergaard,R,2,2,2,0,0,1,1,0,0,1,1,2.5,3.5,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=synder001noa&year_min=2023&year_max=2023&seasons_type=forall
Pete Alonso,R,Noah Syndergaard,R,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=synder001noa&year_min=2023&year_max=2023&seasons_type=forall
Brandon Nimmo,L,Noah Syndergaard,R,3,3,3,0,0,1,2,0,0,1,1,2,3,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=synder001noa&year_min=2023&year_max=2023&seasons_type=forall
Jeff McNeil,L,Noah Syndergaard,R,3,2,0,0,0,0,0,1,0,0,0.333,0,0.333,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=synder001noa&year_min=2023&year_max=2023&seasons_type=forall
Sean Murphy,R,Evan Phillips,R,2,1,0,0,0,0,1,1,0,0,0.5,0,0.5,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=murphy006sea&player_id2=philli000eva&year_min=2023&year_max=2023&seasons_type=forall
Jose Abreu,R,Evan Phillips,R,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,LAD,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=philli000eva&year_min=2023&year_max=2023&seasons_type=forall
Ketel Marte,S,Evan Phillips,R,1,1,1,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=philli000eva&year_min=2023&year_max=2023&seasons_type=forall
Elly de la Cruz,S,Evan Phillips,R,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=delacr000ell&player_id2=philli000eva&year_min=2023&year_max=2023&seasons_type=forall
Dansby Swanson,R,Evan Phillips,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=philli000eva&year_min=2023&year_max=2023&seasons_type=forall
Juan Soto,L,Evan Phillips,R,4,4,2,0,0,2,4,0,0,0.5,0.5,2,2.5,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=philli000eva&year_min=2023&year_max=2023&seasons_type=forall
Randy Arozarena,R,Evan Phillips,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=philli000eva&year_min=2023&year_max=2023&seasons_type=forall
Thairo Estrada,R,Evan Phillips,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=estrad000tha&player_id2=philli000eva&year_min=2023&year_max=2023&seasons_type=forall
Jorge Polanco,S,Evan Phillips,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=philli000eva&year_min=2023&year_max=2023&seasons_type=forall
Pete Alonso,R,Evan Phillips,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=philli000eva&year_min=2023&year_max=2023&seasons_type=forall
Brandon Nimmo,L,Evan Phillips,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=philli000eva&year_min=2023&year_max=2023&seasons_type=forall
Jeff McNeil,L,Evan Phillips,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=philli000eva&year_min=2023&year_max=2023&seasons_type=forall
Adley Rutschman,S,Erasmo Ramírez,R,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=rutsch000adl&player_id2=ramire002era&year_min=2023&year_max=2023&seasons_type=forall
Sean Murphy,R,Erasmo Ramírez,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,versus-finder.cgi?request=1&player_id1=murphy006sea&player_id2=ramire002era&year_min=2023&year_max=2023&seasons_type=forall
Jose Abreu,R,Erasmo Ramírez,R,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=ramire002era&year_min=2023&year_max=2023&seasons_type=forall
Ketel Marte,S,Erasmo Ramírez,R,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=ramire002era&year_min=2023&year_max=2023&seasons_type=forall
Juan Soto,L,Erasmo Ramírez,R,1,1,1,0,0,1,1,0,0,1,1,4,5,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=ramire002era&year_min=2023&year_max=2023&seasons_type=forall
Randy Arozarena,R,Erasmo Ramírez,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=arroza000ran&player_id2=ramire002era&year_min=2023&year_max=2023&seasons_type=forall
Jorge Polanco,S,Erasmo Ramírez,R,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=polanc001jor&player_id2=ramire002era&year_min=2023&year_max=2023&seasons_type=forall
Pete Alonso,R,Erasmo Ramírez,R,3,3,2,0,0,0,1,0,0,0.667,0.667,0.667,1.333,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=alonso000pet&player_id2=ramire002era&year_min=2023&year_max=2023&seasons_type=forall
Nick Castellanos,R,Erasmo Ramírez,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=castel002nic&player_id2=ramire002era&year_min=2023&year_max=2023&seasons_type=forall
Brandon Nimmo,L,Erasmo Ramírez,R,3,2,1,0,0,0,1,0,1,0.5,0.333,0.5,0.833,0,1,0,0,0,,versus-finder.cgi?request=1&player_id1=nimmo-000bra&player_id2=ramire002era&year_min=2023&year_max=2023&seasons_type=forall
Jeff McNeil,L,Erasmo Ramírez,R,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=mcneil000jef&player_id2=ramire002era&year_min=2023&year_max=2023&seasons_type=forall
Ketel Marte,S,John Brebbia,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHW,versus-finder.cgi?request=1&player_id1=marte-000ket&player_id2=brebbi000joh&year_min=2023&year_max=2023&seasons_type=forall
Dansby Swanson,R,John Brebbia,R,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CHW,versus-finder.cgi?request=1&player_id1=swanso001dan&player_id2=brebbi000joh&year_min=2023&year_max=2023&seasons_type=forall
Juan Soto,L,John Brebbia,R,3,1,1,0,0,1,1,2,0,1,1,4,5,0,0,2,0,0,CHW,versus-finder.cgi?request=1&player_id1=soto--003jua&player_id2=brebbi000joh&year_min=2023&year_max=2023&seasons_type=forall
Christopher Morel,R,John Brebbia,R,3,2,0,0,0,0,0,1,0,0,0.333,0,0.333,0,0,0,0,0,CHW,versus-finder.cgi?request=1&player_id1=morel-000chr&player_id2=brebbi000joh&year_min=2023&year_max=2023&seasons_type=forall
